,Date,Stock1,Stock2,Stock3,Stock4,Stock5,Stock6,Stock7,Stock8,Stock9,Stock10,Stock11,Stock12,Stock13,Stock14,Stock15,Stock16,Stock17,Stock18,Stock19,Stock20,Stock21,Stock22,Stock23,Stock24,Stock25,Stock26,Stock27,Stock28,Stock29,Stock30,Stock31,Stock32,Stock33,Stock34,Stock35,Stock36,Stock37,Stock38,Stock39,Stock40,Stock41,Stock42,Stock43,Stock44,Stock45,Stock46,Stock47,Stock48,Stock49,Stock50,Stock51,Stock52,Stock53,Stock54,Stock55,Stock56,Stock57,Stock58,Stock59,Stock60,Returns,Investment
20,2014-04-04,IVG Immobilien GmbH,Arcandor AG,Chemring Group PLC,Heidelberger Druckmaschinen AG,Marfin Investment Group Holdings SA,Ophir Energy PLC,Melrose Industries PLC,WH Smith PLC,William Hill PLC,Iliad SA,BNP Paribas SA,Johnston Press PLC,EXOR NV,UnipolSai Assicurazioni SpA,Dialog Semiconductor PLC,Vonovia SE,Rolls-Royce Holdings PLC,Tate & Lyle PLC,Bouygues SA,Telecom Italia SpA,Lottomatica SpA,Hiscox Ltd,KBC Group NV,GRENKE AG,Banco Espirito Santo SA,Cineworld Group PLC,Seat Pagine Gialle SpA,Zodiac Aerospace,Meggitt PLC,Banco Comercial Portugues SA,Moneysupermarket.com Group PLC,Bankinter SA,Ingenico Group SA,Airbus SE,AXA SA,Sanoma OYJ,BAE Systems PLC,Danone SA,Darty Ltd,Raiffeisen Bank International AG,Premier Oil PLC,Siemens AG,SBM Offshore NV,Swedish Match AB,Kinnevik AB,Boskalis Westminster,Unicredit SpA,NCC AB,Veolia Environnement SA,Intu Properties PLC,Ashtead Group PLC,Neste Oyj,NMC Health PLC,Taylor Wimpey PLC,Schneider Electric SE,Luxottica Group SpA,Carrefour SA,A2A SpA,Aareal Bank AG,Vestas Wind Systems A/S,0.03165202641525957,105.18
21,2014-04-15,IVG Immobilien GmbH,Arcandor AG,Chemring Group PLC,Johnston Press PLC,Rolls-Royce Holdings PLC,BNP Paribas SA,Iliad SA,WH Smith PLC,Heidelberger Druckmaschinen AG,Ophir Energy PLC,Melrose Industries PLC,Marfin Investment Group Holdings SA,Dialog Semiconductor PLC,Lottomatica SpA,Bouygues SA,NMC Health PLC,Vonovia SE,EXOR NV,UnipolSai Assicurazioni SpA,William Hill PLC,KBC Group NV,Hiscox Ltd,Airbus SE,GRENKE AG,Banco Espirito Santo SA,Telecom Italia SpA,Zodiac Aerospace,Bankinter SA,Tate & Lyle PLC,Sanoma OYJ,A2A SpA,Ingenico Group SA,Cineworld Group PLC,AXA SA,Veolia Environnement SA,Meggitt PLC,BAE Systems PLC,Swedish Match AB,Unicredit SpA,Bollore SA,Siemens AG,Danone SA,Intu Properties PLC,Boskalis Westminster,Kinnevik AB,Premier Oil PLC,Corp Financiera Alba SA,Dixons Retail Group Ltd,Deutsche Lufthansa AG,Mediaset Espana Comunicacion SA,Moneysupermarket.com Group PLC,Eurasian Natural Resources Corp Ltd,Engie SA,UNITE Group PLC/The,Lloyds Banking Group PLC,Luxottica Group SpA,Schneider Electric SE,NCC AB,Seat Pagine Gialle SpA,Safran SA,-0.04052169233678435,100.92
22,2014-04-24,IVG Immobilien GmbH,Arcandor AG,Chemring Group PLC,Johnston Press PLC,Inmobiliaria Colonial Socimi SA,Rolls-Royce Holdings PLC,Iliad SA,Bouygues SA,Dialog Semiconductor PLC,Lottomatica SpA,BNP Paribas SA,EXOR NV,Melrose Industries PLC,NMC Health PLC,KBC Group NV,Ophir Energy PLC,Hiscox Ltd,WH Smith PLC,AXA SA,Danone SA,Ingenico Group SA,Fingerprint Cards AB,Intu Properties PLC,Tate & Lyle PLC,Vonovia SE,Tullow Oil PLC,Swedish Match AB,Polymetal International PLC,A2A SpA,GRENKE AG,Engie SA,Meggitt PLC,BAE Systems PLC,UnipolSai Assicurazioni SpA,Corp Financiera Alba SA,Luxottica Group SpA,Siemens AG,Enel SpA,Eurasian Natural Resources Corp Ltd,Marfin Investment Group Holdings SA,Premier Oil PLC,Cineworld Group PLC,Heidelberger Druckmaschinen AG,Dixons Retail Group Ltd,Airbus SE,Unicredit SpA,Davide Campari-Milano SpA,Schneider Electric SE,Zodiac Aerospace,Bureau Veritas SA,Sanoma OYJ,Cobham PLC,Veolia Environnement SA,Lloyds Banking Group PLC,Yara International ASA,L'Oreal SA,Taylor Wimpey PLC,Persimmon PLC,Atlas Copco AB,William Hill PLC,0.005502938314375532,101.48
23,2014-05-05,IVG Immobilien GmbH,Arcandor AG,Chemring Group PLC,Johnston Press PLC,Rolls-Royce Holdings PLC,EXOR NV,Bouygues SA,NMC Health PLC,Lottomatica SpA,Drax Group PLC,BNP Paribas SA,Dialog Semiconductor PLC,Melrose Industries PLC,Hiscox Ltd,Davide Campari-Milano SpA,KBC Group NV,Ophir Energy PLC,AXA SA,Tullow Oil PLC,A2A SpA,Iliad SA,Inmobiliaria Colonial Socimi SA,Unicredit SpA,WH Smith PLC,Danone SA,Fingerprint Cards AB,Ingenico Group SA,Intu Properties PLC,Tate & Lyle PLC,Enel SpA,Marfin Investment Group Holdings SA,Luxottica Group SpA,Siemens AG,Zodiac Aerospace,Engie SA,Veolia Environnement SA,Schneider Electric SE,Dexia SA,Swedish Match AB,Corp Financiera Alba SA,Sanoma OYJ,Polymetal International PLC,GRENKE AG,Vonovia SE,Bollore SA,UnipolSai Assicurazioni SpA,Meggitt PLC,Banco Comercial Portugues SA,NCC AB,Heidelberger Druckmaschinen AG,Atlas Copco AB,Airbus SE,Lloyds Banking Group PLC,LVMH Moet Hennessy Louis Vuitton SE,Eurasian Natural Resources Corp Ltd,Yara International ASA,Dixons Retail Group Ltd,Independent News & Media PLC,Premier Oil PLC,Banco Espirito Santo SA,0.0118063143876131,102.68
24,2014-05-14,IVG Immobilien GmbH,Arcandor AG,Chemring Group PLC,Lottomatica SpA,Bouygues SA,BNP Paribas SA,Drax Group PLC,Rolls-Royce Holdings PLC,Hiscox Ltd,AXA SA,Inmobiliaria Colonial Socimi SA,EXOR NV,Marfin Investment Group Holdings SA,Dialog Semiconductor PLC,Davide Campari-Milano SpA,Schneider Electric SE,Enel SpA,Melrose Industries PLC,KBC Group NV,Unicredit SpA,Engie SA,NMC Health PLC,Iliad SA,Danone SA,A2A SpA,Tullow Oil PLC,Johnston Press PLC,UnipolSai Assicurazioni SpA,Intu Properties PLC,Swedish Match AB,Tate & Lyle PLC,Luxottica Group SpA,Independent News & Media PLC,Corp Financiera Alba SA,GRENKE AG,Airbus SE,Atlas Copco AB,Zodiac Aerospace,NCC AB,Banco Comercial Portugues SA,Saipem SpA,Sanoma OYJ,Siemens AG,CSR Ltd/United Kingdom,Banco Popolare SC,Banco BPM SpA,Ingenico Group SA,Lundin Petroleum AB,Neste Oyj,ENI SpA,Premier Oil PLC,WH Smith PLC,Veolia Environnement SA,Vonovia SE,Eurasian Natural Resources Corp Ltd,TOTAL SA,Bollore SA,Anheuser-Busch InBev SA/NV,Bureau Veritas SA,Cobham PLC,-0.0020195282456588067,102.47
25,2014-05-23,Arcandor AG,IVG Immobilien GmbH,Johnston Press PLC,Lottomatica SpA,Chemring Group PLC,Polymetal International PLC,Drax Group PLC,NMC Health PLC,Rolls-Royce Holdings PLC,Marfin Investment Group Holdings SA,Hiscox Ltd,Inmobiliaria Colonial Socimi SA,Tullow Oil PLC,Schneider Electric SE,BNP Paribas SA,Dixons Retail Group Ltd,AXA SA,Davide Campari-Milano SpA,A2A SpA,Enel SpA,EXOR NV,Cobham PLC,Iliad SA,Tate & Lyle PLC,Melrose Industries PLC,Unicredit SpA,Punch Taverns Ltd,Corp Financiera Alba SA,UnipolSai Assicurazioni SpA,Zodiac Aerospace,Cargotec Oyj,Neste Oyj,Antofagasta PLC,Atlas Copco AB,GRENKE AG,Danone SA,Saipem SpA,Banco Comercial Portugues SA,Sanoma OYJ,Luxottica Group SpA,Dialog Semiconductor PLC,Airbus SE,Swedish Match AB,Engie SA,Bourbon Corp,NCC AB,KBC Group NV,Siemens AG,Tiscali SpA,Bouygues SA,WH Smith PLC,Anheuser-Busch InBev SA/NV,Intu Properties PLC,Telecom Italia SpA,Medion AG,LVMH Moet Hennessy Louis Vuitton SE,LANXESS AG,Aker BP ASA,Prysmian SpA,CSR Ltd/United Kingdom,-0.02898068809500707,99.5
26,2014-06-03,IVG Immobilien GmbH,Johnston Press PLC,Arcandor AG,Chemring Group PLC,Lottomatica SpA,Polymetal International PLC,UnipolSai Assicurazioni SpA,EXOR NV,Unicredit SpA,A2A SpA,Enel SpA,Davide Campari-Milano SpA,Hiscox Ltd,Tullow Oil PLC,Rolls-Royce Holdings PLC,Tiscali SpA,Drax Group PLC,NMC Health PLC,BNP Paribas SA,Iliad SA,Banco Comercial Portugues SA,Schneider Electric SE,Inmobiliaria Colonial Socimi SA,Corp Financiera Alba SA,Punch Taverns Ltd,Luxottica Group SpA,AXA SA,Engie SA,Atlas Copco AB,Marfin Investment Group Holdings SA,Tate & Lyle PLC,Saipem SpA,Enel Green Power SpA,Bouygues SA,Cargotec Oyj,Cobham PLC,Swedish Match AB,Melrose Industries PLC,Sanoma OYJ,Danone SA,Dixons Retail Group Ltd,Mediobanca SpA,Prysmian SpA,Saras SpA,KBC Group NV,Siemens AG,Zodiac Aerospace,GRENKE AG,Anheuser-Busch InBev SA/NV,Telecom Italia SpA,LVMH Moet Hennessy Louis Vuitton SE,NCC AB,Antofagasta PLC,Bourbon Corp,J Sainsbury PLC,Telefonaktiebolaget LM Ericsson,Assicurazioni Generali SpA,Intu Properties PLC,SSE PLC,Airbus SE,0.033543588167265756,102.84
27,2014-06-12,IVG Immobilien GmbH,Arcandor AG,Johnston Press PLC,Punch Taverns Ltd,Lottomatica SpA,Chemring Group PLC,Polymetal International PLC,UnipolSai Assicurazioni SpA,A2A SpA,Davide Campari-Milano SpA,EXOR NV,Enel SpA,Tullow Oil PLC,Unicredit SpA,Hiscox Ltd,Rolls-Royce Holdings PLC,Tiscali SpA,BNP Paribas SA,Iliad SA,Corp Financiera Alba SA,NMC Health PLC,Luxottica Group SpA,Drax Group PLC,Engie SA,Enel Green Power SpA,Atlas Copco AB,Saipem SpA,Schneider Electric SE,Tate & Lyle PLC,Swedish Match AB,Cargotec Oyj,Bouygues SA,Banco Comercial Portugues SA,Marfin Investment Group Holdings SA,Sanoma OYJ,GRENKE AG,AXA SA,Danone SA,Inmobiliaria Colonial Socimi SA,Melrose Industries PLC,Dixons Retail Group Ltd,Cobham PLC,J Sainsbury PLC,Antofagasta PLC,Saras SpA,Siemens AG,Anheuser-Busch InBev SA/NV,LVMH Moet Hennessy Louis Vuitton SE,NCC AB,Intu Properties PLC,Bourbon Corp,SSE PLC,Mediobanca SpA,Prysmian SpA,Zodiac Aerospace,Vinci SA,KBC Group NV,Telefonaktiebolaget LM Ericsson,Skandinaviska Enskilda Banken AB,Assicurazioni Generali SpA,0.0032197342506291677,103.17
28,2014-06-23,IVG Immobilien GmbH,Arcandor AG,Johnston Press PLC,Punch Taverns Ltd,Polymetal International PLC,Lottomatica SpA,A2A SpA,Davide Campari-Milano SpA,UnipolSai Assicurazioni SpA,Unicredit SpA,Chemring Group PLC,Hiscox Ltd,Enel SpA,Tullow Oil PLC,EXOR NV,Banco Comercial Portugues SA,BNP Paribas SA,Iliad SA,Rolls-Royce Holdings PLC,NMC Health PLC,Corp Financiera Alba SA,Saipem SpA,Drax Group PLC,Tiscali SpA,Luxottica Group SpA,Enel Green Power SpA,Engie SA,Marfin Investment Group Holdings SA,GRENKE AG,Tate & Lyle PLC,Atlas Copco AB,Schneider Electric SE,Swedish Match AB,Cargotec Oyj,AXA SA,Bouygues SA,Antofagasta PLC,Danone SA,Inmobiliaria Colonial Socimi SA,Mediobanca SpA,Saras SpA,Dixons Retail Group Ltd,Anheuser-Busch InBev SA/NV,Cobham PLC,Melrose Industries PLC,Siemens AG,Bourbon Corp,KBC Group NV,J Sainsbury PLC,Zodiac Aerospace,SSE PLC,OSRAM Licht AG,Software AG,Prysmian SpA,Bollore SA,Assicurazioni Generali SpA,Airbus SE,Intu Properties PLC,NCC AB,LVMH Moet Hennessy Louis Vuitton SE,-0.014496495033018175,101.67
29,2014-07-02,IVG Immobilien GmbH,Johnston Press PLC,Arcandor AG,Dexia SA,Punch Taverns Ltd,Tullow Oil PLC,Iliad SA,Rolls-Royce Holdings PLC,Davide Campari-Milano SpA,Polymetal International PLC,Enel SpA,Lottomatica SpA,Unicredit SpA,EXOR NV,A2A SpA,Hiscox Ltd,UnipolSai Assicurazioni SpA,Atlas Copco AB,BNP Paribas SA,Banco Comercial Portugues SA,Drax Group PLC,NMC Health PLC,Bouygues SA,Luxottica Group SpA,Tate & Lyle PLC,Schneider Electric SE,GRENKE AG,Corp Financiera Alba SA,Enel Green Power SpA,Cargotec Oyj,Tiscali SpA,Software AG,Engie SA,Danone SA,Melrose Industries PLC,Siemens AG,Antofagasta PLC,Airbus SE,Saipem SpA,SKF AB,Bourbon Corp,Petrofac Ltd,Prysmian SpA,Anheuser-Busch InBev SA/NV,Premier Oil PLC,SSE PLC,Bayer AG,Saras SpA,Zodiac Aerospace,LANXESS AG,Tenaris SA,Bollore SA,Cobham PLC,Jardine Lloyd Thompson Group PLC,Skanska AB,Swedish Match AB,J Sainsbury PLC,AstraZeneca PLC,NCC AB,Mediobanca SpA,-0.006086543136507507,101.05
30,2014-07-11,IVG Immobilien GmbH,Arcandor AG,Johnston Press PLC,Punch Taverns Ltd,Tullow Oil PLC,Rolls-Royce Holdings PLC,Polymetal International PLC,NMC Health PLC,A2A SpA,Davide Campari-Milano SpA,Iliad SA,Banco Comercial Portugues SA,Lottomatica SpA,Hiscox Ltd,EXOR NV,Enel SpA,UnipolSai Assicurazioni SpA,Drax Group PLC,Tate & Lyle PLC,Unicredit SpA,Atlas Copco AB,BNP Paribas SA,Bouygues SA,Melrose Industries PLC,Enel Green Power SpA,Corp Financiera Alba SA,GRENKE AG,Luxottica Group SpA,Danone SA,Bourbon Corp,Schneider Electric SE,Petrofac Ltd,Antofagasta PLC,Tenaris SA,Inmobiliaria Colonial Socimi SA,Cargotec Oyj,Saipem SpA,Software AG,Marfin Investment Group Holdings SA,Tiscali SpA,Prysmian SpA,Premier Oil PLC,Engie SA,Jardine Lloyd Thompson Group PLC,Technip SA,SKF AB,J Sainsbury PLC,Anheuser-Busch InBev SA/NV,Siemens AG,Zodiac Aerospace,Bayer AG,Dexia SA,Assicurazioni Generali SpA,Mediobanca SpA,LANXESS AG,Saras SpA,Swedish Match AB,Cobham PLC,Intu Properties PLC,Dixons Retail Group Ltd,-0.03937330454497426,97.07
31,2014-07-22,IVG Immobilien GmbH,Arcandor AG,Johnston Press PLC,Tullow Oil PLC,Punch Taverns Ltd,Petropavlovsk PLC,Banco Comercial Portugues SA,Iliad SA,Polymetal International PLC,Rolls-Royce Holdings PLC,NMC Health PLC,Inmobiliaria Colonial Socimi SA,Dexia SA,Drax Group PLC,Lottomatica SpA,Davide Campari-Milano SpA,Tate & Lyle PLC,EXOR NV,Atlas Copco AB,Enel SpA,A2A SpA,Unicredit SpA,Luxottica Group SpA,Bouygues SA,Hiscox Ltd,Corp Financiera Alba SA,Danone SA,BNP Paribas SA,Software AG,Husqvarna AB,Bourbon Corp,UnipolSai Assicurazioni SpA,Schneider Electric SE,Bayer AG,Engie SA,Enel Green Power SpA,Anheuser-Busch InBev SA/NV,OSRAM Licht AG,SKF AB,Melrose Industries PLC,GRENKE AG,Swedish Match AB,Technip SA,Cairn Energy PLC,Signet Jewelers Ltd,Jardine Lloyd Thompson Group PLC,Siemens AG,Airbus SE,Saipem SpA,Skanska AB,NCC AB,Antofagasta PLC,J Sainsbury PLC,Tenaris SA,LANXESS AG,Intu Properties PLC,Kinnevik AB,PostNL NV,Telefonaktiebolaget LM Ericsson,Sartorius Stedim Biotech,-0.0033968191926179096,96.74
32,2014-07-31,IVG Immobilien GmbH,Arcandor AG,Johnston Press PLC,Dexia SA,Punch Taverns Ltd,Banco Comercial Portugues SA,Petropavlovsk PLC,NMC Health PLC,Tullow Oil PLC,Rolls-Royce Holdings PLC,Polymetal International PLC,Davide Campari-Milano SpA,Iliad SA,A2A SpA,Software AG,Lottomatica SpA,Enel SpA,Unicredit SpA,Bourbon Corp,Drax Group PLC,Schneider Electric SE,BNP Paribas SA,Tate & Lyle PLC,Luxottica Group SpA,Danone SA,Kinnevik AB,Husqvarna AB,Corp Financiera Alba SA,Hiscox Ltd,Enel Green Power SpA,Bayer AG,EXOR NV,Inmobiliaria Colonial Socimi SA,UnipolSai Assicurazioni SpA,Mediobanca SpA,Telefonaktiebolaget LM Ericsson,Getinge AB,Atlas Copco AB,Engie SA,Bouygues SA,Siemens AG,OSRAM Licht AG,Melrose Industries PLC,Anheuser-Busch InBev SA/NV,Tenaris SA,Signet Jewelers Ltd,SKF AB,Jardine Lloyd Thompson Group PLC,Skandinaviska Enskilda Banken AB,Dixons Retail Group Ltd,Sky PLC,Vinci SA,Cairn Energy PLC,Antofagasta PLC,Bollore SA,Assicurazioni Generali SpA,AXA SA,TOTAL SA,NCC AB,Swedish Match AB,0.005516398131145351,97.27
33,2014-08-11,Arcandor AG,IVG Immobilien GmbH,Punch Taverns Ltd,Johnston Press PLC,Tullow Oil PLC,Petropavlovsk PLC,Software AG,NMC Health PLC,Davide Campari-Milano SpA,A2A SpA,Bourbon Corp,Enel SpA,Rolls-Royce Holdings PLC,Lottomatica SpA,Banco Comercial Portugues SA,Drax Group PLC,Unicredit SpA,Polymetal International PLC,Danone SA,Tate & Lyle PLC,Iliad SA,Schneider Electric SE,Kinnevik AB,OSRAM Licht AG,Husqvarna AB,Luxottica Group SpA,UnipolSai Assicurazioni SpA,Enel Green Power SpA,EXOR NV,BNP Paribas SA,Corp Financiera Alba SA,Telefonaktiebolaget LM Ericsson,Sky PLC,Mediobanca SpA,Bayer AG,Technip SA,Hiscox Ltd,Tenaris SA,SSE PLC,Prysmian SpA,TOTAL SA,Anheuser-Busch InBev SA/NV,Terna Rete Elettrica Nazionale SpA,Siemens AG,Intu Properties PLC,Saras SpA,SKF AB,Dialog Semiconductor PLC,Atlas Copco AB,Getinge AB,Cairn Energy PLC,Orange SA,Antofagasta PLC,Saipem SpA,Signet Jewelers Ltd,Engie SA,Vinci SA,Melrose Industries PLC,Enagas SA,Inmobiliaria Colonial Socimi SA,-0.06498826716073133,90.95
34,2014-08-20,Arcandor AG,IVG Immobilien GmbH,Punch Taverns Ltd,Johnston Press PLC,Software AG,Davide Campari-Milano SpA,Bourbon Corp,Petropavlovsk PLC,Tullow Oil PLC,Rolls-Royce Holdings PLC,Tate & Lyle PLC,Unicredit SpA,Banco Comercial Portugues SA,Enel SpA,NMC Health PLC,Lottomatica SpA,Danone SA,BNP Paribas SA,OSRAM Licht AG,A2A SpA,Husqvarna AB,Kinnevik AB,EXOR NV,Schneider Electric SE,Polymetal International PLC,UnipolSai Assicurazioni SpA,Luxottica Group SpA,Enel Green Power SpA,Telefonaktiebolaget LM Ericsson,Technip SA,AXA SA,TOTAL SA,SKF AB,Inmobiliaria Colonial Socimi SA,Getinge AB,Assicurazioni Generali SpA,SSE PLC,Dexia SA,Tenaris SA,Saipem SpA,Corp Financiera Alba SA,Sanofi,Drax Group PLC,Signet Jewelers Ltd,KBC Group NV,Sky PLC,Mediobanca SpA,Lundin Petroleum AB,Intu Properties PLC,Antofagasta PLC,Terna Rete Elettrica Nazionale SpA,Anheuser-Busch InBev SA/NV,Atlas Copco AB,Prysmian SpA,Melrose Industries PLC,Bollore SA,Bayer AG,Intesa Sanpaolo,Petrofac Ltd,Sartorius Stedim Biotech,0.05823924567205882,96.25
35,2014-08-29,IVG Immobilien GmbH,Punch Taverns Ltd,Johnston Press PLC,Software AG,Dexia SA,Banco Comercial Portugues SA,Rolls-Royce Holdings PLC,Enel SpA,A2A SpA,Inmobiliaria Colonial Socimi SA,Tate & Lyle PLC,Davide Campari-Milano SpA,Unicredit SpA,Bourbon Corp,OSRAM Licht AG,Petropavlovsk PLC,Husqvarna AB,Schneider Electric SE,Danone SA,NMC Health PLC,BNP Paribas SA,Enel Green Power SpA,Kinnevik AB,Polymetal International PLC,Lottomatica SpA,TOTAL SA,Luxottica Group SpA,EXOR NV,Tullow Oil PLC,Telefonaktiebolaget LM Ericsson,Seat Pagine Gialle SpA,UnipolSai Assicurazioni SpA,Prysmian SpA,Saipem SpA,Tenaris SA,AXA SA,Assicurazioni Generali SpA,SKF AB,KBC Group NV,SSE PLC,Getinge AB,Atlas Copco AB,Lundin Petroleum AB,Intesa Sanpaolo,Sanofi,Bayer AG,Terna Rete Elettrica Nazionale SpA,Signet Jewelers Ltd,Sky PLC,Orange SA,Engie SA,Siemens AG,Fugro NV,Bouygues SA,Petrofac Ltd,Technip SA,Anheuser-Busch InBev SA/NV,Saras SpA,Banco BPM SpA,Banco Popolare SC,0.02240969068811106,98.41
36,2014-09-09,IVG Immobilien GmbH,Punch Taverns Ltd,Johnston Press PLC,Software AG,Inmobiliaria Colonial Socimi SA,Seat Pagine Gialle SpA,Moncler SpA,Bourbon Corp,Enel SpA,Arcandor AG,Rolls-Royce Holdings PLC,Banco Comercial Portugues SA,Husqvarna AB,Sanoma OYJ,A2A SpA,Tate & Lyle PLC,Schneider Electric SE,Davide Campari-Milano SpA,Danone SA,OSRAM Licht AG,TOTAL SA,Enel Green Power SpA,Unicredit SpA,Telefonaktiebolaget LM Ericsson,EXOR NV,SKF AB,Orange SA,Getinge AB,Prysmian SpA,Luxottica Group SpA,Petropavlovsk PLC,Kinnevik AB,Tenaris SA,Saipem SpA,Atlas Copco AB,BNP Paribas SA,Technip SA,Actelion Ltd.1,Actelion Ltd,Lundin Petroleum AB,Lottomatica SpA,AXA SA,Tullow Oil PLC,SSE PLC,Polymetal International PLC,KBC Group NV,Sanofi,Assicurazioni Generali SpA,UnipolSai Assicurazioni SpA,Terna Rete Elettrica Nazionale SpA,Svenska Handelsbanken AB,Siemens AG,Intesa Sanpaolo,Telecom Italia SpA,Bayer AG,Iliad SA,NMC Health PLC,Engie SA,Swedish Match AB,Anheuser-Busch InBev SA/NV,0.014337364358165587,99.82
37,2014-09-18,IVG Immobilien GmbH,Punch Taverns Ltd,Johnston Press PLC,Moncler SpA,Bourbon Corp,Husqvarna AB,Seat Pagine Gialle SpA,Davide Campari-Milano SpA,Banco Comercial Portugues SA,Software AG,Tate & Lyle PLC,Rolls-Royce Holdings PLC,Schneider Electric SE,Getinge AB,Enel SpA,Inmobiliaria Colonial Socimi SA,Kinnevik AB,TOTAL SA,Telefonaktiebolaget LM Ericsson,Danone SA,Technip SA,Svenska Handelsbanken AB,Sanoma OYJ,EXOR NV,Skandinaviska Enskilda Banken AB,Petropavlovsk PLC,Enel Green Power SpA,Atlas Copco AB,OSRAM Licht AG,Saipem SpA,AXA SA,Petrofac Ltd,Swedish Match AB,Unicredit SpA,A2A SpA,BNP Paribas SA,Prysmian SpA,Luxottica Group SpA,Fugro NV,JM AB,Actelion Ltd.1,Actelion Ltd,Telecom Italia SpA,KBC Group NV,Sanofi,Skanska AB,Alfa Laval AB,Polymetal International PLC,Sandvik AB,Tullow Oil PLC,Swedbank AB,Lottomatica SpA,Signet Jewelers Ltd,Assicurazioni Generali SpA,Siemens AG,UnipolSai Assicurazioni SpA,Tenaris SA,HomeServe PLC,NMC Health PLC,ENI SpA,-0.010354756412137069,98.79
38,2014-09-29,IVG Immobilien GmbH,Punch Taverns Ltd,Johnston Press PLC,Inmobiliaria Colonial Socimi SA,Bourbon Corp,Moncler SpA,Seat Pagine Gialle SpA,Husqvarna AB,Rolls-Royce Holdings PLC,Software AG,Banco Comercial Portugues SA,Davide Campari-Milano SpA,Dexia SA,Tate & Lyle PLC,Schneider Electric SE,Enel SpA,Getinge AB,Kinnevik AB,Telefonaktiebolaget LM Ericsson,TOTAL SA,OSRAM Licht AG,Svenska Handelsbanken AB,EXOR NV,Sanoma OYJ,Atlas Copco AB,Danone SA,Skandinaviska Enskilda Banken AB,Unicredit SpA,Technip SA,A2A SpA,Petropavlovsk PLC,Enel Green Power SpA,AXA SA,BNP Paribas SA,KBC Group NV,Petrofac Ltd,Swedish Match AB,Saipem SpA,Arcandor AG,Assicurazioni Generali SpA,Skanska AB,Luxottica Group SpA,Prysmian SpA,Swedbank AB,Alfa Laval AB,Fugro NV,JM AB,Sanofi,Sandvik AB,Actelion Ltd,Actelion Ltd.1,Lottomatica SpA,Intesa Sanpaolo,UnipolSai Assicurazioni SpA,Vinci SA,HomeServe PLC,Sky PLC,NMC Health PLC,Signet Jewelers Ltd,Polymetal International PLC,-0.023968128718006375,96.42
39,2014-10-08,IVG Immobilien GmbH,Inmobiliaria Colonial Socimi SA,Punch Taverns Ltd,Seat Pagine Gialle SpA,Moncler SpA,Bourbon Corp,Johnston Press PLC,A2A SpA,Husqvarna AB,Polymetal International PLC,Software AG,Schneider Electric SE,Rolls-Royce Holdings PLC,Davide Campari-Milano SpA,Enel SpA,Dexia SA,TOTAL SA,Saipem SpA,Getinge AB,Unicredit SpA,Enel Green Power SpA,Technip SA,Kinnevik AB,Danone SA,EXOR NV,Svenska Handelsbanken AB,Luxottica Group SpA,Telecom Italia SpA,Prysmian SpA,Swedish Match AB,Atlas Copco AB,Skandinaviska Enskilda Banken AB,Intesa Sanpaolo,BNP Paribas SA,Fugro NV,Sanofi,Vinci SA,Sanoma OYJ,AXA SA,KBC Group NV,Telefonaktiebolaget LM Ericsson,Banco Comercial Portugues SA,Arcandor AG,Petrofac Ltd,OSRAM Licht AG,Swedbank AB,Rio Tinto PLC,Assicurazioni Generali SpA,ENI SpA,Skanska AB,Snam Rete Gas SpA,Lottomatica SpA,Tod's SpA,Actelion Ltd,Actelion Ltd.1,Sandvik AB,Alfa Laval AB,UnipolSai Assicurazioni SpA,Tenaris SA,Signet Jewelers Ltd,-0.038298062861802144,92.73
40,2014-10-17,IVG Immobilien GmbH,Punch Taverns Ltd,Inmobiliaria Colonial Socimi SA,Banco Popolare SC,Banco BPM SpA,Seat Pagine Gialle SpA,Johnston Press PLC,Arcandor AG,Kinnevik AB,Bourbon Corp,Enel SpA,Schneider Electric SE,Husqvarna AB,Cairn Energy PLC,A2A SpA,TOTAL SA,Davide Campari-Milano SpA,Saipem SpA,Rolls-Royce Holdings PLC,Unicredit SpA,Danone SA,Enel Green Power SpA,Skandinaviska Enskilda Banken AB,Software AG,Actelion Ltd,Actelion Ltd.1,Luxottica Group SpA,Technip SA,Moncler SpA,Prysmian SpA,Sanoma OYJ,Skanska AB,Telecom Italia SpA,Svenska Handelsbanken AB,EXOR NV,Getinge AB,Swedbank AB,Orange SA,Fugro NV,Sanofi,Polyus Gold International Ltd,Snam Rete Gas SpA,Banco Comercial Portugues SA,Tate & Lyle PLC,Polymetal International PLC,Petrofac Ltd,Swedish Match AB,Intesa Sanpaolo,Assicurazioni Generali SpA,TomTom NV,JM AB,KBC Group NV,Atlas Copco AB,Tenaris SA,Unione di Banche Italiane S.p.A.,AXA SA,Banca Popolare dell'Emilia Romagna Scrl,UnipolSai Assicurazioni SpA,Terna Rete Elettrica Nazionale SpA,Nordea Bank Abp,-0.08786974151778874,84.58
